latitude,longitude,elevation_m,slope_angle,aspect,rainfall_mm,soil_moisture,ndvi,landslide_probability,risk_level,state,district
27.349630375307065,88.61025756982619,1610.7200277930467,36.36314219166305,127,63.3,0.264,0.739,0.541,high,Sikkim,Gangtok
27.342600782004816,88.63053702647704,1598.5236764306155,39.65419007923163,301,87.5,0.573,0.342,0.518,high,Sikkim,Gangtok
27.335877538930635,88.5580253253766,1659.023839153718,41.32216011990038,338,75.6,0.392,0.401,0.467,moderate,Sikkim,Gangtok
27.313231601015957,88.62312703964207,1637.3484136099862,38.24206303471871,147,69.4,0.454,0.467,0.537,high,Sikkim,Gangtok
27.370169073227263,88.59029717401258,1598.002251512201,32.79643344768826,101,37.5,0.175,0.331,0.493,moderate,Sikkim,Gangtok
27.342465262679397,88.59967657422128,1671.609500676014,41.70279902453919,291,16.5,0.485,0.353,0.292,moderate,Sikkim,Gangtok
27.325854344271004,88.61566759722618,1598.026749041349,36.666195484865995,306,78.4,0.323,0.425,0.568,high,Sikkim,Gangtok
27.38184048985615,88.6342557251621,1683.6435710338992,32.38859760071468,10,80.9,0.44,0.5,0.64,high,Sikkim,Gangtok
27.339788111361973,88.58396402446797,1585.4329568194346,28.933510145297817,92,94.8,0.399,0.545,0.616,high,Sikkim,Gangtok
27.31877197999088,88.6103382627148,1639.851434240059,40.119975552666624,82,82.1,0.397,0.705,0.303,moderate,Sikkim,Gangtok
27.348729684687697,88.58321147871511,1608.285690160842,39.21686235696907,165,27.8,0.602,0.464,0.736,high,Sikkim,Gangtok
27.379251065999945,88.60679183893077,1633.7815431737674,38.39501898119458,265,88.5,0.572,0.735,0.45,moderate,Sikkim,Gangtok
27.34616307568878,88.63067990450192,1698.238067742232,35.643330852781595,357,17.4,0.592,0.371,0.369,moderate,Sikkim,Gangtok
27.33458615497005,88.58979335805881,1701.0084543363585,38.439342152300874,115,42.8,0.403,0.366,0.371,moderate,Sikkim,Gangtok
27.350494047242595,88.58606716285563,1637.579859716489,32.168196906407566,139,116.2,0.384,0.477,0.646,high,Sikkim,Gangtok
27.346895130934183,88.61675952090245,1582.813648318374,33.15865587263464,69,20.3,0.487,0.387,0.491,moderate,Sikkim,Gangtok
27.360708351881794,88.59694015646235,1667.4867069370475,34.31694481675704,152,65.8,0.309,0.589,0.407,moderate,Sikkim,Gangtok
27.317167614824864,88.61408628370734,1607.9990318422565,45.37001286169538,193,70.6,0.232,0.389,0.352,moderate,Sikkim,Gangtok
27.325771629095673,88.60014016353495,1652.3872713721187,36.52540366454606,242,24.6,0.437,0.637,0.589,high,Sikkim,Gangtok
27.363084942513005,88.55572480240987,1636.2723372962887,38.040303582247205,257,34.8,0.137,0.383,0.528,high,Sikkim,Gangtok
27.374490956284866,88.63225996907593,1677.7689939036181,38.26861455189086,335,76.3,0.371,0.784,0.635,high,Sikkim,Gangtok
27.324509436471242,88.59242080861814,1689.06549851002,40.15773386161459,345,61.6,0.389,0.573,0.439,moderate,Sikkim,Gangtok
27.34129597629282,88.5659878196445,1668.3478677247856,38.42102029008433,323,68.6,0.287,0.453,0.667,high,Sikkim,Gangtok
27.372394530816123,88.60191276226975,1643.4255784539207,35.7945559271908,85,40.1,0.287,0.559,0.497,moderate,Sikkim,Gangtok
27.333682800989607,88.62517030687077,1687.545776831718,42.87632097368736,289,27.6,0.096,0.806,0.417,moderate,Sikkim,Gangtok
27.48996724109172,88.54850082934433,883.861585764688,42.09694658265006,118,42.1,0.314,0.643,0.562,high,Sikkim,Mangan
27.526883381978003,88.48757798013492,937.1188131590059,39.365979139570086,226,27.7,0.428,0.549,0.457,moderate,Sikkim,Mangan
27.504306059494667,88.5075387978397,888.228663334013,60.182858317329405,247,133.7,0.25,0.433,0.875,critical,Sikkim,Mangan
27.51108006042713,88.52409939510777,974.1908515229475,37.60215932378432,4,73.0,0.491,0.471,0.62,high,Sikkim,Mangan
27.49400871100037,88.51357213179955,983.8349294790836,39.67423363318664,117,8.2,0.308,0.548,0.349,moderate,Sikkim,Mangan
27.49839008158624,88.49938151051028,898.4401309363946,33.967073816761214,321,28.1,0.313,0.413,0.33,moderate,Sikkim,Mangan
27.531038759613693,88.53206560949955,1024.3361453735142,50.0580587473713,167,84.5,0.521,0.806,0.593,high,Sikkim,Mangan
27.53661255376493,88.52371565584689,1030.6226747185956,37.12794862005942,131,49.7,0.307,0.676,0.543,high,Sikkim,Mangan
27.537191510899735,88.501831326951,930.6058802540148,42.39107870810713,115,111.8,0.215,0.673,0.54,high,Sikkim,Mangan
27.518818655327642,88.5101255146267,952.1166344615664,41.190049396691784,274,80.7,0.215,0.939,0.435,moderate,Sikkim,Mangan
27.491475282866162,88.54749741838279,898.1912031254463,47.41570415464271,241,70.5,0.501,0.549,0.466,moderate,Sikkim,Mangan
27.513693338426112,88.53521127287219,999.0408038171859,32.20162118960471,154,111.5,0.449,0.241,0.563,high,Sikkim,Mangan
27.522333930089196,88.52784574457793,955.9215215132457,48.181410086608906,198,41.2,0.34,0.59,0.457,moderate,Sikkim,Mangan
27.48362690102438,88.54412435396777,979.2250853888626,46.27273296049936,50,7.2,0.464,0.534,0.17,low,Sikkim,Mangan
27.507269563875568,88.51507493650881,915.4962538678817,43.24966462489754,185,70.8,0.221,0.663,0.447,moderate,Sikkim,Mangan
27.499683193908293,88.54373543101562,959.4243940518744,44.371990447347535,232,87.0,0.533,0.152,0.547,high,Sikkim,Mangan
27.52951406519353,88.53372955367541,1037.7138402925805,41.38287984269848,105,67.4,0.456,0.294,0.349,moderate,Sikkim,Mangan
27.52459503578506,88.51506370200188,1014.4692670855843,50.592590760824294,1,96.4,0.507,0.578,0.661,high,Sikkim,Mangan
27.51529678094901,88.51889296400935,967.7606856758068,40.02201485312799,183,35.3,0.825,0.736,0.51,high,Sikkim,Mangan
27.543540912562094,88.5387398475264,868.3711570544128,40.64999139696067,243,55.5,0.293,0.509,0.532,high,Sikkim,Mangan
27.517314159549084,88.55529710683075,934.4089049234273,31.170516320804595,337,23.0,0.445,0.413,0.39,moderate,Sikkim,Mangan
27.492307797232314,88.53076892069242,927.3149788765561,36.657014783014375,227,17.1,0.378,0.602,0.399,moderate,Sikkim,Mangan
27.5079667993299,88.55607192772187,907.6849785196745,40.67325307384139,305,61.0,0.427,0.507,0.491,moderate,Sikkim,Mangan
27.50071898987307,88.49073310301458,900.0903131253403,35.046652348863724,110,17.6,0.369,0.496,0.389,moderate,Sikkim,Mangan
27.48638336686916,88.54732119023572,933.423189801885,45.998559791084546,130,-6.8,0.534,0.309,0.516,high,Sikkim,Mangan
27.516748782325898,88.52039407128093,1017.3054875170627,46.67144427342177,66,37.8,0.461,0.6,0.448,moderate,Sikkim,Mangan
27.525838928034375,88.54107930098347,907.7556193751701,34.82185793492938,26,12.6,0.331,0.426,0.373,moderate,Sikkim,Mangan
27.519184969051576,88.55654941581048,953.8556597546619,44.36178721242823,284,89.8,0.36,0.433,0.671,high,Sikkim,Mangan
27.542903854918038,88.48330893323832,978.7392831466476,35.732529417201334,329,15.7,0.588,0.307,0.394,moderate,Sikkim,Mangan
27.52811631277256,88.53099104626385,958.7868868330337,30.75346082707712,179,11.5,0.328,0.424,0.275,moderate,Sikkim,Mangan
27.530196542590847,88.55013571791253,1031.2595393588888,43.58490645352025,110,110.5,0.412,0.411,0.579,high,Sikkim,Mangan
27.490935940175497,88.5706324812269,864.7266602498258,36.10847308028209,79,26.5,0.516,0.621,0.524,high,Sikkim,Mangan
27.500280369122247,88.50847823142398,912.6779216584434,43.42251218805671,262,72.9,0.574,0.495,0.498,moderate,Sikkim,Mangan
27.482839627236093,88.53058859721307,998.1198526439207,43.41170530724211,306,74.0,0.504,0.503,0.703,high,Sikkim,Mangan
27.513869171439673,88.51163151269503,992.7569326236,46.01435178978269,220,69.1,0.434,0.791,0.446,moderate,Sikkim,Mangan
27.530520016306923,88.49672471286507,1039.4418345011036,46.352167141910556,21,63.2,0.531,0.499,0.427,moderate,Sikkim,Mangan
27.494015784022192,88.53685214968426,923.6769244692055,38.812313755710285,207,19.3,0.465,0.665,0.463,moderate,Sikkim,Mangan
27.534542294739843,88.48901032714946,1032.0478226098962,47.0726715517855,124,76.4,0.417,0.616,0.4,moderate,Sikkim,Mangan
27.51202691307191,88.5139492442358,953.6262397283484,40.04010267591057,324,22.1,0.46,0.817,0.508,high,Sikkim,Mangan
27.507162317165193,88.4914974572828,964.5875280946299,38.63117043254982,74,77.0,0.518,0.665,0.497,moderate,Sikkim,Mangan
27.556159712666776,88.55051917592888,911.2561750864887,37.979323631438064,288,49.3,0.493,0.695,0.623,high,Sikkim,Mangan
27.493926865748122,88.50706699832593,996.2013704514795,36.7092223479456,77,52.0,0.237,0.722,0.378,moderate,Sikkim,Mangan
27.496761119291765,88.51797845123616,999.7136999588524,44.50127758244713,19,18.6,0.462,0.369,0.319,moderate,Sikkim,Mangan
27.52937717166257,88.50629627030165,894.3225327014122,41.75258257667496,283,103.1,0.499,0.816,0.675,high,Sikkim,Mangan
27.500770542780973,88.52247900037192,903.3927095571622,38.384494325268356,31,97.1,0.33,0.868,0.587,high,Sikkim,Mangan
27.53727511248516,88.54266992569379,1026.0531190108209,43.90907568994182,224,-2.1,0.484,0.772,0.13,low,Sikkim,Mangan
27.486164824616857,88.55053075477583,942.9149820743274,40.52103207781787,323,9.3,0.369,0.33,0.586,high,Sikkim,Mangan
27.505569911670477,88.55944424639071,889.724650453595,32.94050409668253,76,43.3,0.356,0.737,0.526,high,Sikkim,Mangan
27.542734169024,88.52185714528652,897.6752537980597,46.22133984620395,43,30.2,0.572,0.638,0.54,high,Sikkim,Mangan
27.49431706602666,88.49515020545972,944.6410903036142,34.41463380178017,269,39.3,0.536,0.621,0.304,moderate,Sikkim,Mangan
27.494633477984337,88.5739243141865,903.5465837017279,49.146740388169185,98,87.2,0.524,0.521,0.584,high,Sikkim,Mangan
27.54003102310841,88.54847929448917,1002.8632708736696,33.07664917040526,19,52.4,0.481,0.806,0.568,high,Sikkim,Mangan
27.519549638634324,88.53851485373055,925.3973011078073,35.44607415224249,84,17.8,0.139,0.401,0.29,moderate,Sikkim,Mangan
27.539368395553065,88.52288322080172,951.3146922950393,33.250121849068066,119,48.4,0.356,0.393,0.606,high,Sikkim,Mangan
27.52216213185859,88.51161994550773,1086.3872299349619,37.29498568931687,236,24.8,0.373,0.611,0.316,moderate,Sikkim,Mangan
27.519406734293646,88.53946302354673,869.6068379104006,35.791251297312606,26,56.3,0.142,0.394,0.457,moderate,Sikkim,Mangan
27.534523089795826,88.49593622990389,931.4559352468153,50.280735917454365,139,11.4,0.163,0.484,0.349,moderate,Sikkim,Mangan
27.54356904609131,88.50845796153281,1036.4270934609804,34.34462220101328,212,15.8,0.456,0.582,0.384,moderate,Sikkim,Mangan
27.509019996183582,88.53148371499556,1036.7014350586865,37.974961492357515,332,83.5,0.458,0.593,0.878,critical,Sikkim,Mangan
27.475243383071653,88.53459571020399,953.1240729203599,36.38195448264973,315,41.4,0.472,0.875,0.5,high,Sikkim,Mangan
27.481665468260566,88.51836841958247,926.0922938380824,41.578539778420215,147,62.2,0.402,0.539,0.698,high,Sikkim,Mangan
27.507236642377514,88.5230767838874,980.4956556977742,36.96607171254627,274,51.2,0.476,0.566,0.641,high,Sikkim,Mangan
27.487459488350662,88.53998212355121,953.0754729352625,47.18138481302467,340,85.9,0.419,0.554,0.613,high,Sikkim,Mangan
27.478597283143934,88.51849049045644,939.8765604112947,41.95147755187094,240,32.0,0.241,0.312,0.629,high,Sikkim,Mangan
27.50773769640568,88.5339500362316,954.0768209692368,49.30412608569124,53,78.6,0.44,0.376,0.684,high,Sikkim,Mangan
27.477267486011524,88.51764994148978,989.4073123207537,49.74483941795319,237,56.6,0.158,0.528,0.476,moderate,Sikkim,Mangan
27.502245098675065,88.48122591399775,982.64924079373,42.7726476444657,102,84.0,0.379,0.583,0.592,high,Sikkim,Mangan
27.52144865856974,88.5073353027789,1020.2444473741306,43.645431726060096,146,69.7,0.314,0.494,0.604,high,Sikkim,Mangan
27.52599299306868,88.54160361133015,1013.3653730573176,36.72343336712403,197,17.5,0.605,0.64,0.382,moderate,Sikkim,Mangan
27.517012470276903,88.51303653414269,995.637212072164,44.607339996785264,220,39.8,0.482,0.499,0.394,moderate,Sikkim,Mangan
27.538169995598263,88.54228170860748,926.3902383255202,48.36938852699676,218,5.4,0.233,0.423,0.348,moderate,Sikkim,Mangan
27.535875314092394,88.51353254877785,884.4640933801097,44.83890105663253,29,66.3,0.541,0.322,0.619,high,Sikkim,Mangan
27.49119178392746,88.48346009659235,992.6657843005977,47.344766926440705,224,88.1,0.497,0.374,0.732,high,Sikkim,Mangan
27.49321543265731,88.54547868056959,890.4635942537977,37.37619866114461,189,60.9,0.412,0.576,0.41,moderate,Sikkim,Mangan
27.48918052633358,88.54541214433247,950.059872408363,44.45372646784083,95,14.7,0.583,0.385,0.41,moderate,Sikkim,Mangan
27.510995077167653,88.54980007255777,990.9941769717024,41.90635845415789,251,20.3,0.401,0.442,0.405,moderate,Sikkim,Mangan
27.49672624904259,88.4612055037359,998.5899166469475,29.84227578283808,163,55.0,0.477,0.633,0.527,high,Sikkim,Mangan
27.50878462479961,88.53923729500812,930.4928853243028,34.48801484240849,89,26.7,0.195,0.432,0.381,moderate,Sikkim,Mangan
27.53512747915231,88.55518140206621,1012.6761845851494,43.044594918889395,188,59.7,0.228,0.623,0.506,high,Sikkim,Mangan
27.53085921683111,88.53619124268612,938.2284317093972,36.415876539467796,210,-33.9,0.487,0.764,0.462,moderate,Sikkim,Mangan
27.498709561929342,88.51104701170819,930.4616278125312,37.84049325501847,282,56.7,0.123,0.91,0.524,high,Sikkim,Mangan
27.51811806178061,88.52450700268693,970.4831331663949,44.02683369237798,84,37.9,0.327,0.706,0.406,moderate,Sikkim,Mangan
27.496165378282864,88.52616321733564,979.0799787044924,43.571664241870494,282,86.8,0.698,0.606,0.85,critical,Sikkim,Mangan
27.49546230768288,88.50736525733562,923.2090577185827,40.51295189101933,319,43.6,0.608,0.5,0.487,moderate,Sikkim,Mangan
27.514584886058238,88.52382761084978,1018.7116929477264,44.01789770352171,295,42.5,0.199,0.656,0.309,moderate,Sikkim,Mangan
27.55357819038827,88.53603184863418,881.2606166198577,39.97586077332576,154,48.1,0.503,0.363,0.457,moderate,Sikkim,Mangan
27.518704259085844,88.53121169234548,896.5547417961881,44.131386794213064,104,-3.9,0.429,0.5,0.308,moderate,Sikkim,Mangan
27.530758458183897,88.52671588689626,881.9970019158363,47.024984892534434,263,41.0,0.47,0.635,0.403,moderate,Sikkim,Mangan
27.51251801426769,88.53712471089568,937.6930714164987,46.766862086359154,315,25.6,0.35,0.434,0.452,moderate,Sikkim,Mangan
27.541633280775955,88.5151764388703,960.8732613201976,44.73793067912671,263,-17.0,0.589,0.775,0.258,moderate,Sikkim,Mangan
27.495080325331273,88.54184356260677,953.8520273728316,48.60502453999195,24,-10.3,0.464,0.485,0.382,moderate,Sikkim,Mangan
27.48801342162306,88.53265886069894,980.4385819413496,37.65002036992033,135,83.3,0.455,0.712,0.446,moderate,Sikkim,Mangan
27.500502330663696,88.52247564387645,931.5408392914679,41.35861947694714,258,42.8,0.148,0.449,0.503,high,Sikkim,Mangan
27.50435615060196,88.5213562608401,989.6821853647943,44.758531739916414,173,13.9,0.458,0.646,0.288,moderate,Sikkim,Mangan
27.507732517760584,88.53142936257647,1026.715948697596,43.91402740119057,242,23.2,0.349,0.676,0.513,high,Sikkim,Mangan
27.528312300545814,88.52077871813758,895.8513900259361,46.312786436070894,153,33.1,0.39,0.614,0.406,moderate,Sikkim,Mangan
27.49145051597,88.51935694037644,994.606562873124,42.46799196674297,56,20.3,0.301,0.376,0.414,moderate,Sikkim,Mangan
27.510635843763477,88.52379945889123,821.0208677574063,44.07688484242715,296,89.4,0.375,0.62,0.395,moderate,Sikkim,Mangan
27.49323751537707,88.50794285738506,965.32566219004,39.62375980468527,348,7.6,0.288,0.471,0.353,moderate,Sikkim,Mangan
27.492978381906706,88.53564333547547,921.1594075552574,43.75590533451085,256,51.9,0.595,0.52,0.466,moderate,Sikkim,Mangan
27.17847883175502,88.55515857111334,1326.7413015939437,39.275186209472494,339,60.5,0.067,0.721,0.286,moderate,Sikkim,Namchi
27.14379894887403,88.54580420008287,1269.8377618158293,26.015532651876413,348,21.1,0.42,0.71,0.366,moderate,Sikkim,Namchi
27.168958975875107,88.57655387862752,1336.1238090236282,48.26531328030437,152,21.3,0.219,0.475,0.338,moderate,Sikkim,Namchi
27.142961102672803,88.55424560683153,1388.2865367098598,31.80043495433569,147,56.2,0.168,0.486,0.33,moderate,Sikkim,Namchi
27.189117855542907,88.50578140648796,1328.9365123990708,31.09946942898223,147,82.5,0.556,0.244,0.785,critical,Sikkim,Namchi
27.168167917241643,88.53712298663059,1333.7072664932277,31.490931320331377,287,61.7,0.383,0.745,0.399,moderate,Sikkim,Namchi
27.169810417814926,88.58074119051214,1245.078682973367,33.61869895029704,26,44.6,0.323,0.401,0.366,moderate,Sikkim,Namchi
27.201972737273536,88.59029214187572,1344.0357614471664,34.594401807332815,334,71.7,0.479,0.327,0.573,high,Sikkim,Namchi
27.185553550112754,88.54704264592783,1248.5534865458658,26.333242026512647,45,106.5,0.278,0.451,0.574,high,Sikkim,Namchi
27.212282489576324,88.56147643742425,1232.075673213295,39.70337199441058,18,37.4,0.311,0.529,0.23,low,Sikkim,Namchi
27.212758125887678,88.54024183575329,1319.8770652148128,34.522861507994584,290,80.2,0.397,0.198,0.568,high,Sikkim,Namchi
27.153014761174422,88.53208704417729,1335.6025288011458,33.27941226590648,258,-5.0,0.193,0.466,0.417,moderate,Sikkim,Namchi
27.15348605295623,88.55493787031553,1346.8712704345533,42.5199529803183,151,30.8,0.42,0.618,0.463,moderate,Sikkim,Namchi
27.19829434701564,88.52842009931966,1293.7987730509242,34.795816667146894,342,4.0,0.296,0.683,0.515,high,Sikkim,Namchi
