latitude,longitude,district,elevation,slope,aspect,month,rainfall_daily,rainfall_7day,ndvi,soil_moisture,distance_to_road,land_cover,landslide
27.3395,88.5978,Gangtok,1850.8,60,313,1,5.4,36.2,0.331,0.262,71436.9,urban,1
27.3256,88.5805,Gangtok,1787.5,53.7,288,1,5.2,30.2,0.283,0.27,71436.9,agriculture,0
27.3231,88.5801,Gangtok,1811.9,48.8,186,1,6.1,39.7,0.358,0.203,71436.9,forest,0
27.3498,88.629,Gangtok,1718.8,44.7,255,1,3.3,21.1,0.34,0.237,71436.9,forest,1
27.3478,88.5697,Gangtok,1880.1,59.1,272,1,2.7,16.9,0.366,0.208,71436.9,agriculture,1
27.3557,88.6239,Gangtok,1503.5,57.5,239,1,3.8,30.0,0.312,0.266,71436.9,bare,0
27.3133,88.5957,Gangtok,1997.8,55.4,219,1,7.2,50.9,0.339,0.224,71436.9,agriculture,1
27.3286,88.6087,Gangtok,1765.5,57.8,284,1,2.5,17.5,0.242,0.275,71436.9,urban,1
27.3316,88.6091,Gangtok,1798.2,55.0,350,1,4.6,37.3,0.399,0.209,71436.9,grassland,1
27.3491,88.5868,Gangtok,1653.0,57.4,271,1,4.6,30.9,0.368,0.258,71436.9,grassland,0
27.318,88.5902,Gangtok,1446.9,50.7,127,1,2.9,22.2,0.401,0.268,71436.9,bare,0
27.3483,88.5792,Gangtok,1657.2,53.1,245,1,3.7,25.9,0.39,0.235,71436.9,forest,0
27.3377,88.6053,Gangtok,1777.6,55.0,120,1,7.0,44.3,0.334,0.276,71436.9,forest,1
27.3326,88.5928,Gangtok,1775.9,57.6,213,1,5.5,45.9,0.398,0.222,71436.9,agriculture,1
27.3383,88.6489,Gangtok,1923.0,44.3,277,1,5.3,39.8,0.312,0.298,71436.9,agriculture,1
27.3204,88.6075,Gangtok,2094.0,58.5,12,1,4.2,28.6,0.303,0.257,71436.9,urban,1
27.3607,88.6094,Gangtok,1630.8,59.5,146,1,5.2,29.2,0.291,0.295,71436.9,bare,1
27.3007,88.6058,Gangtok,1346.7,52.4,50,1,5.4,34.7,0.428,0.225,71436.9,agriculture,1
27.3478,88.5843,Gangtok,1469.6,53.8,130,1,5.2,35.3,0.421,0.224,71436.9,bare,0
27.3323,88.6496,Gangtok,1595.6,60,325,1,7.0,56.0,0.275,0.228,71436.9,grassland,1
27.3081,88.6194,Gangtok,1558.5,38.0,298,1,4.4,29.9,0.382,0.24,71436.9,bare,1
27.3645,88.6205,Gangtok,1803.5,60,65,1,4.7,35.2,0.389,0.242,71436.9,urban,1
27.3535,88.5838,Gangtok,1765.1,48.8,120,1,6.8,52.7,0.341,0.283,71436.9,bare,0
27.3366,88.5798,Gangtok,1477.9,46.3,281,1,3.1,24.6,0.388,0.204,71436.9,urban,0
27.3124,88.604,Gangtok,1938.7,43.8,230,1,3.4,24.1,0.363,0.269,71436.9,urban,1
27.3313,88.6104,Gangtok,1529.8,60,108,1,3.7,30.8,0.382,0.282,71436.9,bare,1
27.3589,88.5522,Gangtok,1449.9,60,228,1,4.3,26.1,0.351,0.201,71436.9,grassland,1
27.3248,88.5983,Gangtok,1642.9,56.0,235,1,6.9,47.7,0.387,0.277,71436.9,forest,1
27.3447,88.627,Gangtok,1511.7,53.1,340,1,5.9,45.6,0.402,0.211,71436.9,agriculture,1
27.3597,88.6224,Gangtok,1701.3,60,18,2,8.0,61.4,0.391,0.315,71436.9,agriculture,1
27.3565,88.5747,Gangtok,1419.8,58.0,290,2,11.6,66.2,0.384,0.323,71436.9,urban,1
27.332,88.5866,Gangtok,1483.4,53.0,255,2,11.0,63.2,0.481,0.309,71436.9,bare,0
27.3196,88.6127,Gangtok,1450.4,60,261,2,9.5,59.5,0.402,0.267,71436.9,bare,1
27.3229,88.6099,Gangtok,1684.6,51.4,240,2,6.6,42.7,0.294,0.317,71436.9,forest,0
27.3373,88.5731,Gangtok,1828.1,57.3,67,2,9.3,74.4,0.331,0.292,71436.9,bare,1
27.3086,88.6122,Gangtok,1862.2,53.6,128,2,9.8,71.2,0.337,0.259,71436.9,forest,1
27.3329,88.5984,Gangtok,1525.8,57.4,55,2,4.6,25.7,0.413,0.292,71436.9,forest,1
27.3481,88.6146,Gangtok,1669.7,53.0,66,2,7.0,56.7,0.384,0.286,71436.9,forest,0
27.366,88.6255,Gangtok,1500.5,57.2,114,2,5.7,44.3,0.47,0.229,71436.9,forest,1
27.3735,88.5952,Gangtok,1691.2,51.7,246,2,10.7,68.9,0.44,0.288,71436.9,grassland,0
27.3046,88.6204,Gangtok,1785.5,60,213,2,4.1,25.7,0.361,0.306,71436.9,urban,1
27.3183,88.5754,Gangtok,1681.7,50.4,185,2,8.2,60.6,0.418,0.326,71436.9,agriculture,1
27.3515,88.576,Gangtok,1773.9,59.6,268,2,7.5,49.1,0.343,0.249,71436.9,bare,1
27.3155,88.6299,Gangtok,1539.2,49.1,358,2,4.4,32.3,0.353,0.237,71436.9,grassland,0
27.3449,88.6179,Gangtok,1743.0,50.4,303,2,8.4,63.1,0.416,0.299,71436.9,urban,1
27.3109,88.5995,Gangtok,1526.3,52.7,291,2,8.4,68.2,0.337,0.283,71436.9,forest,0
27.3188,88.6163,Gangtok,1591.2,60,122,2,10.0,56.4,0.471,0.226,71436.9,forest,1
27.3541,88.569,Gangtok,1549.7,56.8,23,2,8.6,53.5,0.449,0.315,71436.9,bare,1
27.3205,88.5704,Gangtok,1821.3,57.1,0,2,9.8,76.7,0.358,0.297,71436.9,forest,1
27.3489,88.6029,Gangtok,1591.6,46.1,212,2,10.8,87.9,0.312,0.239,71436.9,forest,0
27.3473,88.5938,Gangtok,1764.6,53.7,58,2,9.7,80.5,0.353,0.304,71436.9,forest,1
27.3597,88.6042,Gangtok,1523.5,55.3,185,2,11.5,95.1,0.398,0.327,71436.9,grassland,1
27.3103,88.6106,Gangtok,1466.5,59.5,199,2,6.6,52.1,0.326,0.32,71436.9,urban,1
27.3373,88.6083,Gangtok,1683.2,50.5,137,2,11.2,92.5,0.388,0.307,71436.9,bare,1
27.3173,88.5873,Gangtok,1821.4,60,334,2,7.4,55.5,0.402,0.252,71436.9,grassland,1
27.3365,88.6183,Gangtok,1579.8,50.3,10,2,4.3,26.7,0.365,0.306,71436.9,urban,0
27.3509,88.606,Gangtok,1835.3,55.5,121,2,5.3,41.3,0.338,0.33,71436.9,agriculture,1
27.3534,88.5961,Gangtok,1586.8,60,251,2,4.4,26.8,0.386,0.32,71436.9,forest,1
27.3412,88.6101,Gangtok,1628.6,60,243,2,4.7,32.3,0.376,0.283,71436.9,agriculture,1
27.347,88.6179,Gangtok,1927.6,55.2,240,2,11.0,80.3,0.381,0.31,71436.9,agriculture,0
27.3106,88.6371,Gangtok,1274.1,60,289,2,5.5,43.4,0.43,0.313,71436.9,agriculture,1
27.3469,88.6209,Gangtok,1790.7,56.3,250,2,5.0,30.6,0.43,0.297,71436.9,forest,1
27.3461,88.6128,Gangtok,1516.2,54.3,107,2,9.8,70.7,0.396,0.317,71436.9,forest,1
27.3571,88.609,Gangtok,1547.2,57.4,291,2,9.8,73.7,0.39,0.291,71436.9,grassland,1
27.3458,88.6056,Gangtok,1795.1,56.3,45,2,9.0,50.7,0.333,0.262,71436.9,agriculture,1
27.3395,88.5946,Gangtok,1676.7,50.8,211,2,5.2,35.7,0.35,0.227,71436.9,bare,1
27.3842,88.6168,Gangtok,1970.6,60,29,2,4.8,34.5,0.362,0.243,71436.9,forest,1
27.3485,88.6191,Gangtok,1715.8,45.3,265,2,6.7,38.5,0.379,0.313,71436.9,bare,1
27.3706,88.64,Gangtok,1662.8,52.1,83,2,6.6,39.9,0.413,0.319,71436.9,urban,1
27.3354,88.6093,Gangtok,1904.0,59.2,220,2,11.3,84.5,0.336,0.308,71436.9,agriculture,1
27.3265,88.5867,Gangtok,1588.6,50.4,27,2,11.5,70.6,0.318,0.25,71436.9,grassland,1
27.3705,88.5962,Gangtok,1720.0,57.0,124,2,10.3,77.9,0.385,0.273,71436.9,bare,1
27.3594,88.5988,Gangtok,1417.8,60,24,2,8.7,54.6,0.443,0.228,71436.9,grassland,0
27.3278,88.6055,Gangtok,1566.6,60,348,2,6.7,43.4,0.413,0.314,71436.9,urban,0
27.2993,88.586,Gangtok,1727.8,57.6,318,2,11.8,73.3,0.361,0.287,71436.9,agriculture,1
27.3331,88.623,Gangtok,1801.5,56.1,73,2,8.0,55.3,0.395,0.25,71436.9,urban,1
27.3422,88.6037,Gangtok,1822.3,55.9,226,2,11.3,80.4,0.376,0.285,71436.9,urban,1
27.3203,88.5939,Gangtok,1361.3,49.1,187,2,9.5,75.4,0.352,0.307,71436.9,grassland,0
27.354,88.6321,Gangtok,1637.2,59.0,221,2,5.9,44.8,0.348,0.254,71436.9,forest,1
27.3476,88.6076,Gangtok,1710.0,55.9,220,3,11.1,67.4,0.481,0.263,71436.9,urban,1
27.359,88.5997,Gangtok,1695.1,60,237,3,12.9,79.2,0.43,0.282,71436.9,bare,1
27.334,88.6027,Gangtok,1716.3,50.9,101,3,10.4,68.4,0.534,0.379,71436.9,grassland,1
27.337,88.5685,Gangtok,1356.1,52.2,26,3,8.1,64.3,0.458,0.36,71436.9,bare,1
27.2912,88.6071,Gangtok,1531.8,51.2,322,3,9.2,53.7,0.538,0.296,71436.9,bare,0
27.3675,88.6061,Gangtok,1554.8,50.8,65,3,12.3,95.6,0.529,0.282,71436.9,bare,1
27.3333,88.6223,Gangtok,1344.5,54.6,69,3,9.7,63.0,0.356,0.264,71436.9,bare,0
27.3228,88.604,Gangtok,1736.7,60,321,3,19.3,141.4,0.425,0.302,71436.9,bare,1
27.3626,88.617,Gangtok,1675.0,57.2,0,3,10.9,71.8,0.442,0.312,71436.9,urban,1
27.3221,88.6212,Gangtok,1763.8,49.1,329,3,10.9,74.1,0.449,0.371,71436.9,forest,1
27.3602,88.6232,Gangtok,1599.7,49.4,279,3,10.2,62.1,0.386,0.382,71436.9,bare,1
27.3475,88.5808,Gangtok,1737.8,54.5,229,3,12.7,76.6,0.479,0.367,71436.9,grassland,1
27.3394,88.6393,Gangtok,1939.7,52.9,241,3,20.1,121.4,0.468,0.344,71436.9,bare,1
27.3008,88.6199,Gangtok,1496.2,52.4,304,3,20.6,132.3,0.442,0.285,71436.9,grassland,1
27.3167,88.5966,Gangtok,1493.2,48.3,259,3,12.2,91.1,0.439,0.375,71436.9,agriculture,1
27.3557,88.6359,Gangtok,1490.1,48.6,209,3,16.0,129.9,0.456,0.302,71436.9,urban,1
27.3157,88.6275,Gangtok,1672.6,53.5,304,3,7.7,43.7,0.51,0.345,71436.9,forest,1
27.3359,88.5977,Gangtok,1500.8,51.7,176,3,15.7,106.0,0.443,0.351,71436.9,agriculture,1
27.3223,88.6219,Gangtok,1852.3,52.7,357,3,20.0,119.5,0.501,0.33,71436.9,forest,1
27.3426,88.6217,Gangtok,1614.2,54.5,89,3,22.3,175.3,0.374,0.322,71436.9,agriculture,1
27.3285,88.6274,Gangtok,1807.7,55.2,328,3,16.7,117.1,0.475,0.295,71436.9,forest,1
27.3243,88.5958,Gangtok,1375.3,50.8,36,3,17.1,133.4,0.435,0.378,71436.9,bare,1
27.3353,88.5904,Gangtok,1890.2,60,39,3,10.7,86.5,0.39,0.345,71436.9,agriculture,1
27.3579,88.6001,Gangtok,1899.5,60,180,3,16.8,112.1,0.426,0.38,71436.9,agriculture,1
27.3503,88.6319,Gangtok,1483.6,55.2,317,3,19.9,133.8,0.515,0.3,71436.9,bare,1
27.3846,88.6404,Gangtok,1662.9,57.9,13,3,21.6,154.9,0.443,0.337,71436.9,agriculture,1
27.3484,88.61,Gangtok,1359.1,48.1,264,3,18.4,149.6,0.51,0.343,71436.9,bare,1
27.328,88.5764,Gangtok,1546.2,51.4,359,3,14.2,83.8,0.474,0.357,71436.9,urban,1
27.351,88.6033,Gangtok,1495.9,55.0,226,3,9.9,81.2,0.368,0.338,71436.9,bare,1
27.364,88.5887,Gangtok,1602.5,55.8,38,3,9.1,61.9,0.468,0.281,71436.9,agriculture,1
27.3302,88.5488,Gangtok,1544.8,52.5,358,3,8.0,62.9,0.416,0.312,71436.9,grassland,1
27.3494,88.5763,Gangtok,1690.2,54.7,183,3,19.2,141.2,0.492,0.304,71436.9,grassland,0
27.3479,88.6247,Gangtok,1706.1,60,227,3,8.3,49.9,0.404,0.35,71436.9,agriculture,1
27.3352,88.6232,Gangtok,1753.0,53.6,256,3,8.8,53.7,0.414,0.31,71436.9,forest,0
27.3951,88.5808,Gangtok,1711.1,52.6,19,3,22.4,133.0,0.421,0.32,71436.9,agriculture,1
27.3038,88.6207,Gangtok,1490.2,53.1,285,3,15.0,106.3,0.458,0.33,71436.9,urban,1
27.3666,88.5879,Gangtok,1681.4,56.0,21,3,16.9,128.6,0.466,0.362,71436.9,grassland,1
27.322,88.6392,Gangtok,1829.8,55.5,285,3,13.6,87.1,0.376,0.358,71436.9,urban,1
27.3523,88.6194,Gangtok,1812.9,48.9,319,3,15.8,128.3,0.389,0.373,71436.9,grassland,1
27.3523,88.6042,Gangtok,1744.3,43.6,163,3,9.1,71.7,0.436,0.38,71436.9,bare,1
27.3182,88.6098,Gangtok,1942.5,54.3,56,3,13.0,93.3,0.415,0.357,71436.9,agriculture,1
27.3164,88.611,Gangtok,1661.3,58.2,32,3,19.6,151.4,0.423,0.306,71436.9,bare,1
27.3336,88.6172,Gangtok,1976.7,55.8,228,3,9.7,79.4,0.422,0.336,71436.9,urban,1
27.3614,88.6038,Gangtok,1640.0,58.1,261,3,8.5,69.7,0.4,0.362,71436.9,urban,1
27.3488,88.5843,Gangtok,1449.5,46.7,176,3,20.7,124.8,0.433,0.308,71436.9,urban,1
27.3166,88.6248,Gangtok,1362.3,57.3,30,3,8.5,69.9,0.388,0.319,71436.9,grassland,1
27.3573,88.6201,Gangtok,1369.9,45.3,202,3,11.6,66.3,0.379,0.268,71436.9,urban,1
27.3405,88.5621,Gangtok,1677.6,60,67,3,13.5,92.9,0.374,0.293,71436.9,urban,1
27.3559,88.5815,Gangtok,2011.0,56.2,103,3,11.0,71.7,0.406,0.339,71436.9,bare,1
27.3324,88.5964,Gangtok,1865.5,49.6,54,3,17.8,121.7,0.384,0.349,71436.9,bare,1
27.3481,88.6024,Gangtok,1686.0,54.6,354,4,17.1,131.8,0.553,0.418,71436.9,agriculture,0
27.3267,88.6248,Gangtok,1389.8,59.0,264,4,35.3,256.7,0.607,0.396,71436.9,bare,1
27.3378,88.6296,Gangtok,1865.2,51.7,143,4,18.2,120.4,0.434,0.428,71436.9,grassland,1
27.3372,88.6035,Gangtok,1804.0,59.3,262,4,34.5,261.9,0.491,0.347,71436.9,bare,1
27.308,88.5919,Gangtok,1375.9,56.1,96,4,35.0,266.5,0.394,0.421,71436.9,agriculture,1
27.3047,88.5899,Gangtok,1759.3,55.6,90,4,26.9,222.5,0.465,0.345,71436.9,agriculture,1
27.3578,88.5835,Gangtok,1786.4,49.9,58,4,28.5,183.1,0.426,0.382,71436.9,urban,1
27.331,88.5865,Gangtok,1495.5,53.1,83,4,14.3,113.7,0.422,0.346,71436.9,forest,1
27.3595,88.6142,Gangtok,2208.0,60,182,4,26.0,185.3,0.401,0.427,71436.9,grassland,1
27.3429,88.602,Gangtok,1660.2,57.9,232,4,30.3,243.4,0.588,0.405,71436.9,agriculture,0
27.331,88.6187,Gangtok,1493.9,52.5,156,4,29.3,177.3,0.571,0.441,71436.9,urban,1
27.3438,88.6112,Gangtok,1417.4,53.7,308,4,34.1,274.0,0.47,0.409,71436.9,forest,1
27.3262,88.6028,Gangtok,1714.6,48.7,197,4,15.7,125.3,0.403,0.423,71436.9,forest,1
27.3697,88.5558,Gangtok,1712.1,56.7,325,4,27.5,171.0,0.482,0.399,71436.9,forest,0
27.3278,88.5997,Gangtok,1642.4,60,63,4,28.6,206.6,0.448,0.394,71436.9,bare,1
27.3344,88.6287,Gangtok,1679.3,54.6,141,4,34.7,200.9,0.439,0.45,71436.9,urban,1
27.3388,88.5946,Gangtok,1583.7,60,11,4,31.1,224.8,0.472,0.381,71436.9,forest,0
27.364,88.6195,Gangtok,1730.8,59.2,34,4,15.7,103.9,0.476,0.305,71436.9,forest,1
27.3359,88.6005,Gangtok,1823.5,55.7,35,4,30.3,190.1,0.432,0.381,71436.9,forest,0
27.33,88.637,Gangtok,1656.2,60,179,4,33.0,210.1,0.556,0.358,71436.9,grassland,1
27.3228,88.596,Gangtok,1740.1,50.8,324,4,25.0,195.5,0.37,0.304,71436.9,agriculture,1
27.3144,88.6045,Gangtok,1960.7,60,127,4,20.2,117.6,0.581,0.381,71436.9,agriculture,1
27.3122,88.586,Gangtok,1677.6,54.6,74,4,32.8,241.2,0.377,0.314,71436.9,urban,1
27.329,88.5944,Gangtok,1501.2,54.8,61,4,37.4,230.5,0.57,0.436,71436.9,urban,0
27.3123,88.5958,Gangtok,1398.4,48.8,27,4,26.6,196.1,0.5,0.363,71436.9,forest,1
27.351,88.5944,Gangtok,1720.7,58.8,229,4,37.2,217.0,0.517,0.365,71436.9,urban,1
27.3542,88.5946,Gangtok,1753.3,55.7,172,4,24.1,155.1,0.455,0.344,71436.9,grassland,1
27.351,88.5891,Gangtok,1780.9,60,139,4,20.1,159.5,0.516,0.456,71436.9,bare,1
27.3188,88.6198,Gangtok,1715.8,56.4,306,4,19.0,149.3,0.533,0.347,71436.9,forest,1
27.3132,88.6248,Gangtok,1796.7,60,129,4,24.7,146.4,0.518,0.389,71436.9,grassland,1
27.3203,88.6244,Gangtok,1672.9,48.8,326,4,34.5,280.5,0.501,0.453,71436.9,grassland,1
27.3558,88.6124,Gangtok,1740.9,51.6,189,4,23.4,142.5,0.474,0.333,71436.9,grassland,1
27.3276,88.6172,Gangtok,1645.3,56.6,43,4,33.6,264.8,0.551,0.37,71436.9,bare,1
27.3406,88.6075,Gangtok,1726.4,54.7,155,4,26.8,217.5,0.464,0.356,71436.9,urban,1
27.3465,88.6197,Gangtok,1694.5,55.9,335,4,21.7,175.1,0.493,0.371,71436.9,agriculture,0
27.3348,88.6228,Gangtok,1689.2,60,147,4,30.0,200.0,0.38,0.363,71436.9,forest,1
27.3495,88.5882,Gangtok,1500.0,54.8,174,4,28.5,185.6,0.535,0.421,71436.9,grassland,1
27.3504,88.6046,Gangtok,1582.3,55.4,2,4,37.2,221.9,0.487,0.379,71436.9,agriculture,1
27.3364,88.6615,Gangtok,1866.0,47.7,222,4,18.7,135.5,0.524,0.401,71436.9,urban,0
27.32,88.6292,Gangtok,1594.4,53.2,295,4,16.5,137.3,0.482,0.37,71436.9,urban,1
27.3327,88.6335,Gangtok,1696.8,60,212,4,18.9,142.9,0.533,0.371,71436.9,urban,1
27.3246,88.5919,Gangtok,1707.9,56.7,216,4,20.7,120.9,0.455,0.441,71436.9,forest,1
27.3563,88.6068,Gangtok,1695.8,54.2,228,4,31.7,188.4,0.459,0.307,71436.9,forest,1
27.3389,88.602,Gangtok,1526.5,47.8,312,4,35.7,222.6,0.535,0.38,71436.9,agriculture,1
27.3313,88.5954,Gangtok,1568.5,55.0,92,4,18.8,157.5,0.489,0.408,71436.9,forest,1
27.3351,88.5966,Gangtok,1600.3,48.8,256,4,23.0,152.9,0.472,0.378,71436.9,agriculture,0
27.3569,88.6367,Gangtok,1551.5,59.4,26,4,26.1,149.5,0.426,0.352,71436.9,bare,1
27.3155,88.6147,Gangtok,1736.5,57.1,344,4,21.4,151.7,0.451,0.362,71436.9,forest,1
27.3567,88.5994,Gangtok,1407.9,52.5,95,4,32.3,244.6,0.509,0.318,71436.9,forest,1
27.357,88.608,Gangtok,1974.6,58.8,113,4,35.2,243.4,0.509,0.412,71436.9,bare,1
27.3542,88.6296,Gangtok,1427.6,60,16,5,23.6,160.4,0.57,0.433,71436.9,forest,1
27.3198,88.6195,Gangtok,1400.6,60,113,5,42.6,298.5,0.548,0.454,71436.9,forest,1
27.3346,88.591,Gangtok,1411.7,54.2,290,5,45.4,332.6,0.567,0.362,71436.9,grassland,0
27.3921,88.5791,Gangtok,1977.6,51.1,38,5,48.4,304.3,0.528,0.492,71436.9,forest,1
27.3254,88.6023,Gangtok,1563.2,55.4,104,5,53.6,427.0,0.449,0.492,71436.9,forest,1
27.3282,88.5987,Gangtok,1635.3,52.6,315,5,45.5,307.3,0.463,0.504,71436.9,bare,1
27.3172,88.6023,Gangtok,1303.8,47.7,35,5,32.5,260.3,0.444,0.394,71436.9,urban,1
27.3328,88.5889,Gangtok,1799.2,60,130,5,58.0,342.6,0.488,0.486,71436.9,forest,1
27.3496,88.6117,Gangtok,1865.7,55.7,28,5,31.1,223.2,0.496,0.392,71436.9,grassland,1
27.329,88.6027,Gangtok,1563.3,58.8,84,5,43.1,307.8,0.471,0.437,71436.9,agriculture,1
27.3375,88.5985,Gangtok,1410.8,51.0,149,5,64.9,512.8,0.533,0.408,71436.9,urban,1
27.3514,88.5926,Gangtok,1571.5,52.5,28,5,54.0,325.8,0.491,0.428,71436.9,urban,1
27.3466,88.607,Gangtok,1784.7,53.9,158,5,42.9,336.3,0.537,0.492,71436.9,urban,1
27.3185,88.5984,Gangtok,1629.2,50.9,82,5,42.9,266.0,0.444,0.406,71436.9,urban,1
27.3582,88.6288,Gangtok,1479.5,40.2,53,5,38.4,235.1,0.432,0.45,71436.9,bare,1
27.3691,88.632,Gangtok,1554.7,50.6,281,5,64.9,490.6,0.494,0.495,71436.9,agriculture,1
27.3222,88.5898,Gangtok,1887.1,57.8,195,5,43.9,290.9,0.592,0.518,71436.9,forest,1
27.3569,88.6192,Gangtok,1437.1,58.1,259,5,53.5,410.6,0.527,0.48,71436.9,grassland,0
27.315,88.5822,Gangtok,1574.4,49.3,22,5,45.9,373.9,0.533,0.464,71436.9,agriculture,1
27.3359,88.609,Gangtok,1787.2,60,145,5,60.0,405.1,0.493,0.434,71436.9,grassland,1
27.3074,88.5975,Gangtok,1627.1,55.6,254,5,53.0,312.3,0.514,0.385,71436.9,urban,1
27.335,88.6234,Gangtok,1554.8,45.7,4,5,29.5,191.4,0.477,0.512,71436.9,urban,1
27.3278,88.6198,Gangtok,1530.8,60,102,5,42.1,292.7,0.462,0.424,71436.9,bare,1
27.352,88.614,Gangtok,1801.1,52.7,173,5,55.2,396.6,0.555,0.537,71436.9,urban,1
27.3209,88.6029,Gangtok,1365.6,55.4,193,5,49.0,279.1,0.54,0.364,71436.9,urban,0
27.3151,88.6245,Gangtok,1819.1,54.3,277,5,62.0,437.1,0.547,0.419,71436.9,grassland,1
27.353,88.5979,Gangtok,1702.2,59.5,83,5,56.1,397.9,0.571,0.421,71436.9,grassland,0
27.341,88.6406,Gangtok,1753.5,58.7,282,5,35.0,267.9,0.527,0.396,71436.9,agriculture,1
27.3269,88.6014,Gangtok,1623.3,59.5,338,5,60.4,368.8,0.421,0.443,71436.9,bare,1
27.3357,88.6263,Gangtok,1768.7,55.7,2,5,24.6,185.2,0.533,0.39,71436.9,grassland,1
27.3424,88.6179,Gangtok,1569.0,60,285,5,38.8,304.8,0.548,0.505,71436.9,grassland,1
27.3313,88.5776,Gangtok,1921.5,56.2,221,5,43.4,254.6,0.498,0.529,71436.9,forest,1
27.3609,88.5863,Gangtok,1583.8,50.6,355,5,43.9,331.1,0.481,0.459,71436.9,grassland,0
27.3449,88.6079,Gangtok,1398.6,48.1,292,5,64.3,426.3,0.499,0.485,71436.9,grassland,1
27.3845,88.6395,Gangtok,1761.3,55.5,84,5,24.8,181.4,0.489,0.523,71436.9,grassland,1
27.3608,88.6094,Gangtok,1505.2,56.3,172,5,24.6,138.3,0.49,0.39,71436.9,bare,1
27.3337,88.6143,Gangtok,1456.8,56.0,92,5,44.4,335.0,0.511,0.518,71436.9,bare,1
27.3779,88.5947,Gangtok,1905.6,59.6,189,5,35.4,257.1,0.522,0.497,71436.9,grassland,1
27.337,88.6265,Gangtok,1582.4,60,237,5,61.0,504.0,0.552,0.458,71436.9,agriculture,1
27.3596,88.5915,Gangtok,1756.6,60,265,5,51.9,380.7,0.542,0.497,71436.9,forest,1
27.3516,88.5828,Gangtok,1598.0,55.0,289,5,65.7,391.5,0.531,0.372,71436.9,bare,1
27.3484,88.5877,Gangtok,1376.6,49.7,33,5,40.0,304.9,0.504,0.397,71436.9,forest,1
27.3381,88.6439,Gangtok,1718.0,58.3,359,5,39.3,282.7,0.568,0.474,71436.9,agriculture,1
27.352,88.6256,Gangtok,1752.3,60,33,5,41.8,345.6,0.454,0.404,71436.9,urban,1
27.3265,88.6372,Gangtok,1816.8,58.9,295,5,24.0,181.9,0.492,0.447,71436.9,forest,1
27.3302,88.6187,Gangtok,1268.9,58.0,256,5,26.2,175.6,0.49,0.43,71436.9,grassland,1
27.3341,88.6099,Gangtok,1587.1,56.7,91,5,23.2,139.7,0.5,0.537,71436.9,urban,1
27.3449,88.5838,Gangtok,1735.7,58.9,272,5,29.9,213.9,0.578,0.493,71436.9,grassland,1
27.3292,88.5885,Gangtok,1609.1,49.9,167,5,41.0,260.1,0.592,0.483,71436.9,grassland,0
27.3292,88.5974,Gangtok,1465.0,49.5,119,5,35.8,201.6,0.435,0.462,71436.9,forest,1
27.3644,88.6064,Gangtok,1668.5,60,100,6,93.8,776.3,0.515,0.654,71436.9,bare,1
27.3491,88.5982,Gangtok,1386.3,60,165,6,169.6,1335.2,0.49,0.707,71436.9,agriculture,1
